# Upstream Sketcher commits since merge base a662fbb2ff, upstream/main bd6be559e8 (2026-09-12).
# kind: subject-regex guess (fix/feature/refactor/noise/?). fwd/rev: git apply --check against SketcherPort at creation.
# status: have(rev)=reverse-applies, have(sync)=predates the per-file baseline of ca04ac80a1, partial(sync), open. n/a(uncompiled)=touches only sources the fork does not compile.
# decision: filled in as picks land -- taken <fork hash> | adapted <fork hash> | have | n/a | superseded | declined <why> | deferred
hash	date	author	kind	fwd	rev	status	lines	decision	subject	files
d2637ec881	2024-10-15	wmayer	fix	0	0	open	9	adapted e8315e9a39: clones held in unique_ptr	Sketch: Fix creating the shape of a sketch	App/SketchObject.cpp
ca9b556ec0	2024-09-24	Jiri Pinkava	refactor	0	0	have(sync)	3		Sketch: refactor GeoHistory	App/SketchObject.cpp
cf8ad66373	2024-10-21	Eric Price	fix	0	0	open	8	n/a: no FCBRepAlgoAPI wrappers in the fork's Part	Fix boolean operations (#17119)	App/PreCompiled.h App/SketchObject.cpp
d03441fca0	2024-10-24	PaddleStroke	fix	0	0	have(sync)	18		Sketcher: PythonConverter: use getRange to handle bad arcs.	App/PythonConverter.cpp
c098d9b312	2024-10-24	PaddleStroke	refactor	0	1	have(rev)	20		Formating PythonConverter.cpp	App/PythonConverter.cpp
982ffeac08	2024-10-24	PaddleStroke	fix	1	0	have(sync)	25		Sketcher: DrawSketchHandlerRotate : Fix unwanted copy of DistanceX/Y constraints	Gui/DrawSketchHandlerRotate.h
336dda316d	2024-10-25	PaddleStroke	?	0	0	open	17	have: constNew->Name cleared in addSymmetric (arrived with the trim/split take d8d462426e)	Sketcher: Symmetric: Do not copy names of constraints (#17433)	App/SketchObject.cpp
ed45e20768	2024-10-23	PaddleStroke	fix	0	0	open	8		Fix circle tangent issue	Gui/DrawSketchHandler.cpp
837d088f3e	2024-10-25	wmayer	noise	0	1	have(rev)	2		Fix compiler warnings	App/SketchObject.cpp
e44c59d2a8	2024-10-27	wmayer	?	1	0	open	8		Sketch: Make sure that variable 'ActiveSketch' is defined in macro	Gui/DrawSketchDefaultHandler.h
0a06ceff4d	2024-10-23	PaddleStroke	fix	0	0	have(sync)	30		Sketcher: Dimension: Handle case of vertical/horizontal lines	Gui/CommandConstraints.cpp
4f323f9580	2024-10-29	PaddleStroke	feature	1	0	open	9		Core: Enable TaskDialogs to associate view (#17373)	Gui/TaskDlgEditSketch.cpp Gui/TaskDlgEditSketch.h
93173ba797	2024-11-04	mwganson	fix	1	0	open	35		[Sketcher] Address issue #17629, where Attach sketch command allows sketch to be attached to itself	Gui/Command.cpp
ee1af2748a	2024-11-13	wmayer	?	0	0	open	1		Coverity scan: Uninitialized scalar variable	Gui/TaskSketcherConstraints.cpp
08b9411e15	2024-07-04	Syres916	?	1	0	have(sync)	10		[Sketcher] Assist user in finding the sketch with the error	App/SketchObject.cpp
f9ba94c70b	2024-10-03	Jiri Pinkava	refactor	0	0	open	4		Sketcher: refactor, drop return in void returning functions	App/GeometryFacade.cpp
aea09d4a45	2024-11-22	wmayer	noise	0	0	open	2		MSVC: Fix compiler warnings	App/SketchObject.cpp
89fcfe95ee	2024-11-25	PaddleStroke	feature	0	0	partial(sync)	75		Sketcher: Offset & tranforms: enable external geos input. (#17615)	App/SketchObject.cpp Gui/CommandSketcherTools.cpp
fbd7f7090c	2024-07-03	PaddleStroke	?	0	0	have(sync)	58		Sketcher: ViewProviderSketch remove unecessary updateColor and applyCursor.	Gui/ViewProviderSketch.cpp
5969df37f4	2024-11-18	Florian Foinant-Willig	?	0	0	partial(sync)	67		Sketcher infinite axes	Gui/EditModeCoinManager.cpp Gui/EditModeCoinManager.h Gui/ViewProviderSketch.cpp Gui/ViewProviderSketch.h
3c1358da10	2024-09-20	PaddleStroke	feature	0	0	partial(sync)	8		Core: Rename 'OriginFeature' file to 'Datums'	App/SketchObject.cpp Gui/Command.cpp Gui/CommandCreateGeo.cpp Gui/DrawSketchHandlerExternal.h
fb7ce6405b	2024-11-24	Jacob Oursland	feature	0	0	open	1		CMake: Add missing target_link_directories() for OCCT.	tests/CMakeLists.txt
1c514f5a15	2024-10-25	PaddleStroke	feature	0	0	open	1120	adapted e3a8d113d7	External geos : Enable face selection	App/SketchObject.cpp
f3c79302c4	2024-11-07	PaddleStroke	?	0	0	open	637		Sketcher: Defining External geos.	App/SketchObject.cpp App/SketchObjectPyImp.cpp Gui/CommandAlterGeometry.cpp Gui/CommandCreateGeo.cpp Gui/DrawSketchHandlerExternal.h Gui/EditModeGeometryCoinManager.cpp Gui/Resources/Sketcher.qrc Gui/Resources/icons/geometry/Sketcher_External.svg Gui/Resources/icons/geometry/Sketcher_External_Constr
0e5e071d72	2024-11-08	PaddleStroke	?	0	0	partial(sync)	1473		Sketcher: Intersection externals	App/SketchObject.cpp App/SketchObject.h App/SketchObjectPy.xml App/SketchObjectPyImp.cpp Gui/CommandAlterGeometry.cpp Gui/CommandCreateGeo.cpp Gui/DrawSketchHandlerExternal.h Gui/Resources/Sketcher.qrc Gui/Resources/icons/geometry/Sketcher_Intersection.svg Gui/Resources/icons/geometry/Sketcher_Inter
ac788df608	2024-11-12	PaddleStroke	refactor	0	0	partial(sync)	295		Sketcher: Rename External to Projection	Gui/CommandAlterGeometry.cpp Gui/CommandCreateGeo.cpp Gui/Resources/Sketcher.qrc Gui/Resources/icons/geometry/{Sketcher_External.svg => Sketcher_Projection.svg} Gui/Resources/icons/geometry/{Sketcher_External_Constr.svg => Sketcher_Projection_Constr.svg} Gui/ViewProviderSketch.cpp Gui/Workbench.cpp
63414bf06b	2024-11-12	PaddleStroke	?	1	0	n/a(uncompiled)	4		Sketcher: Hide External BSpline overlay informations.	Gui/EditModeInformationOverlayCoinConverter.cpp
e2f998f301	2024-11-12	PaddleStroke	refactor	0	0	open	47		Sketcher: External: Change style to : defining are solid lines. Non-defining dashed. Both use external color.	Gui/EditModeCoinManager.cpp Gui/EditModeCoinManagerParameters.cpp Gui/EditModeCoinManagerParameters.h Gui/EditModeGeometryCoinManager.cpp Gui/SketcherSettings.cpp
7c15b3d240	2024-11-29	PaddleStroke	fix	0	0	have(sync)	4		Sketcher: OVP were drawn at wrong position when editing a sketch from link (#18060)	Gui/DrawSketchController.h
f0ba161bdf	2024-11-29	Max Wilfinger	?	0	0	open	1610		Update Sketcher external icons and cursors	Gui/Resources/icons/geometry/Sketcher_Intersection.svg Gui/Resources/icons/geometry/Sketcher_Intersection_Constr.svg Gui/Resources/icons/geometry/Sketcher_Projection.svg Gui/Resources/icons/geometry/Sketcher_Projection_Constr.svg Gui/Resources/icons/pointers/Sketcher_Pointer_External.svg Gui/Resourc
d010645d23	2024-11-30	wmayer	noise	0	0	open	2		Fix compiler warnings	Gui/CommandCreateGeo.cpp
f9d1391588	2024-12-02	Vincent Belpois	?	1	0	open	32		Sketcher: remove auto-generated 'enum value' comments	Gui/CommandSketcherTools.cpp Gui/DrawSketchHandlerArcOfEllipse.h Gui/DrawSketchHandlerArcOfHyperbola.h Gui/DrawSketchHandlerArcOfParabola.h Gui/DrawSketchHandlerLineSet.h
0ee3c9f8e6	2024-12-02	Ladislav Michl	feature	0	0	open	53		Base: Drop QString-std::string conversion functions from Tools	Gui/EditDatumDialog.cpp Gui/TaskSketcherConstraints.cpp Gui/Utils.cpp
311ac3591c	2024-06-17	Ajinkya Dahale	feature	1	0	open	292	taken 9b75379eb1	[Sketcher][test] Add unit tests for `SketchObject::getPoint()`	tests/App/SketchObject.cpp
5f86d7f5a8	2024-06-16	Ajinkya Dahale	refactor	0	0	have(sync)	186		[Sketcher] Refactor `SketchObject::getPoint()`	App/SketchObject.cpp App/SketchObject.h
4cc21e26e1	2024-06-18	Ajinkya Dahale	refactor	1	0	have(sync)	29		[Sketcher] Refactor `SketchObject::delGeometry()`	App/SketchObject.cpp App/SketchObject.h
423fb77e1f	2024-06-18	Ajinkya Dahale	refactor	1	0	have(sync)	59		[Sketcher] Refactor `SketchObject::AutoLockTangencyAndPerpty()`	App/SketchObject.cpp
b991c2fbc2	2024-06-18	Ajinkya Dahale	feature	0	0	partial(sync)	772	partial d8d462426e: rest outside the taken functions	[Sketcher] Add tests for `split` and `trim`	App/SketchObject.cpp App/SketchObject.h tests/App/SketchObject.cpp
c823a6b270	2024-06-20	Ajinkya Dahale	refactor	0	0	have(sync)	352		[Sketcher] Refactor `SketchObject::split()`	App/SketchObject.cpp App/SketchObject.h
263331f6fb	2024-06-27	Ajinkya Dahale	refactor	0	0	partial(sync)	915	partial d8d462426e: rest outside the taken functions	[Sketcher] Refactor `SketchObject::trim()`	App/SketchObject.cpp App/SketchObject.h tests/App/SketchObject.cpp
7d8a8b7cc8	2024-08-09	Ajinkya Dahale	fix	0	0	partial(sync)	263	partial d8d462426e: rest outside the taken functions	[Sketcher] Attempt to fix toponaming issue on trim refactor	App/GeometryFacade.cpp App/GeometryFacade.h App/SketchObject.cpp App/SketchObject.h
0d27efbc2f	2024-08-11	Ajinkya Dahale	?	0	0	have(sync)	98		[Sketcher] Some trivial for loop changes in `SketchObject`	App/SketchObject.cpp
1cee07cb26	2024-08-29	Ajinkya Dahale	feature	1	0	open	34	taken 88c9baa853	[Sketcher] Add some utility functions to `Sketcher::Constraint`	App/Constraint.cpp App/Constraint.h
5262482bc4	2024-08-23	Ajinkya Dahale	refactor	0	0	have(sync)	256		[Sketcher] Refactor `SketchObject::trim()`	App/SketchObject.cpp
0b32db53ed	2024-11-23	Ajinkya Dahale	refactor	0	0	open	72		[Sketcher] Use `switch`-`case` in `getPointForGeometry()`	App/SketchObject.cpp
d8a86e4e9d	2024-11-23	Ajinkya Dahale	?	0	0	open	13		[Sketcher] Remove some unneeded comments	App/GeometryFacade.cpp App/GeometryFacade.h
b2c806d227	2024-11-23	Ajinkya Dahale	?	0	0	open	20	taken d8d462426e	[Sketcher] Remove some commented code from `SketchObject::trim()`	App/SketchObject.cpp
6c3d2eff64	2024-11-23	Ajinkya Dahale	refactor	0	0	open	9	taken d8d462426e	[Sketcher] Use variable for frequently used static cast in `trim`	App/SketchObject.cpp
f0f70daa0e	2024-11-23	Ajinkya Dahale	feature	0	0	open	132	taken 9b75379eb1	[Sketcher][test] Add and use helper function to get points of interest	tests/App/SketchObject.cpp
70972b3926	2024-12-03	PaddleStroke	?	0	0	partial(sync)	1401	partial 88c9baa853: App/SketchObject.cpp App/SketchObject.h App/SketchObjectPy.xml App/SketchObjectPyImp.cpp Gui/ViewProviderSketch.cpp Gui/ViewProviderSketch.h	Sketcher: Group dragging	App/Sketch.cpp App/Sketch.h App/SketchObject.cpp App/SketchObject.h App/SketchObjectPy.xml App/SketchObjectPyImp.cpp Gui/ViewProviderSketch.cpp Gui/ViewProviderSketch.h
c1a75bbafc	2024-12-04	wmayer	noise	0	0	open	7		Fix compiler warnings	App/SketchObject.cpp App/SketchObject.h
96c838f3b9	2024-12-03	luzpaz	noise	0	0	have(sync)	2		Fix various typos Found with codespell	Gui/DrawSketchHandlerRotate.h
760091bc8a	2024-12-05	PaddleStroke	fix	0	0	open	2	n/a: fork never had the ternary	Sketcher: Fix first external geo deletion failure.	App/SketchObject.cpp
b92bda03da	2024-12-06	PaddleStroke	refactor	0	0	partial(sync)	164	partial 88c9baa853: App/SketchObject.cpp App/SketchObject.h App/SketchObjectPy.xml App/SketchObjectPyImp.cpp App/SketchPy.xml App/SketchPyImp.cpp Gui/CommandConstraints.cpp Gui/ViewProviderSketch.cpp Gui/ViewProviderSketch.h SketcherTests/TestSketcherSolver.py	Sketcher: Rename movePoint to moveGeometries.	App/Sketch.cpp App/Sketch.h App/SketchObject.cpp App/SketchObject.h App/SketchObjectPy.xml App/SketchObjectPyImp.cpp App/SketchPy.xml App/SketchPyImp.cpp Gui/CommandConstraints.cpp Gui/ViewProviderSketch.cpp Gui/ViewProviderSketch.h SketcherTests/TestSketcherSolver.py
3164ee1849	2024-09-13	Jiri Pinkava	feature	0	0	open	3		[PartDesign]: Sort sketches in Attach sketch tool alphabetically	Gui/Command.cpp
1eb8496aae	2024-12-01	Florian Foinant-Willig	fix	0	0	have(sync)	5		[Core] Fix for frozen status	Gui/ViewProviderSketch.cpp
651cefde4d	2024-10-27	Kacper Donat	refactor	0	0	partial(sync)	64		Gui: Use getObject<T>() helpers in classes	Gui/CommandConstraints.cpp Gui/CommandSketcherTools.cpp Gui/DrawSketchDefaultHandler.h Gui/DrawSketchHandlerArcOfEllipse.h Gui/DrawSketchHandlerArcOfHyperbola.h Gui/DrawSketchHandlerArcOfParabola.h Gui/DrawSketchHandlerCarbonCopy.h Gui/DrawSketchHandlerExternal.h Gui/DrawSketchHandlerLineSet.h Gui/D
f2e57b4eb4	2024-12-07	wmayer	fix	0	0	open	2	superseded 6456f287c4	Sketch: Fix Python type hints in addExternal	App/SketchObjectPy.xml
cebcb7f66c	2024-12-07	wmayer	fix	0	0	open	33	superseded 6456f287c4	Sketch: Fix SketchObjectPy::addExternal	App/SketchObjectPyImp.cpp
e09e107778	2024-12-07	Vincenzo Calligaro	?	0	0	open	11		Updated tests affected by the modification	SketcherTests/TestSketcherSolver.py
74e7df9676	2024-12-09	Syres916	feature	0	0	open	22		[Sketcher] [Post 1.0] Allow CarbonCopy to work with SketchObjectPython (#15594)	App/SketchObject.cpp Gui/DrawSketchHandlerCarbonCopy.h
20d64a7f0f	2024-12-10	luzpaz	noise	0	0	open	2		"Fix various typos Found via `codespell -q 3 -L aci,addmin,ake,aline,alle,alledges,alocation,als,ang,anid,anormal,aply,apoints,ba,beginn,behaviour,bloaded,bottome,brushin,bu,byteorder,calculater,cancelled,cancelling,cas,cascade,centimetre,childrens,childs,colour,colours,commen,connexion,currenty,documentin,dof,doubleclick,dum,eiter,elemente,ende,feld,finde,findf,findn,fle,freez,graphin,hist,iff,incrementin,indexin,indicies,initialisation,initialise,initialised,initialises,initialisiert,inout,ist,itsel,kilometre,leadin,lod,mantatory,methode,metres,millimetre,modell,nd,noe,normale,normaly,nto,numer,oce,oder,ontop,orgin,orginx,orginy,ot,pard,parm,parms,pres,programm,que,rady,recurrance,renderin,rin,ro,rougly,sectionin,seperator,serie,shs,sinc,siz,som,strack,substraction,te,technic,thist,thru,tread,tru,ue,uint,unter,uptodate,vas,vertexes,vew,wallthickness,whitespaces -S ""./.git,*.po,*.ts,*.pdf,./ChangeLog.txt,./src/3rdParty,./src/Mod/Assembly/App/opendcm,./src/CXX,./src/zipios++,./src/Base/swig*,./src/Mod/Robot/App/kdl_cp,./src/Mod/Import/App/SCL,./src/WindowsInstaller,./src/Doc/FreeCAD.uml,./src/Base/StackWalker.cpp,./build/doc/SourceDoc,./tools/build/WindowsInstaller/lang,./src/Mod/TechDraw/Templates/locale""`"	App/SketchObject.cpp
ab5b53e972	2024-12-10	wmayer	fix	0	0	open	22	taken c53ba6a814	Sketcher: Fix warning [-Wmaybe-uninitialized]	App/SketchObject.cpp
e7e410323e	2024-12-09	wmayer	fix	1	0	open	2	taken 88c9baa853	Sketch: Fix possible crash in BSpline::splineValue	App/planegcs/Geo.cpp
d4b7d074ee	2024-12-02	Vincent Belpois	fix	1	0	open	1		Sketcher: Fix double RMB to quite polyline after closed shape	Gui/DrawSketchHandlerLineSet.h
973ad7b5c8	2024-09-09	Jiri Pinkava	refactor	0	0	have(sync)	8		Sketcher: clean-up geometry history configuation	App/SketchObject.cpp App/SketchObject.h
17283b6290	2024-08-10	Alfredo Monclus	fix	0	0	open	46		fix(Test): sketcher external geometry removed test	SketcherTests/TestSketcherSolver.py
0907c7bfda	2024-07-12	Ladislav Michl	?	0	0	open	2		Base: Units: return std::string	Gui/EditDatumDialog.cpp
2ea8a633ac	2024-07-13	Ladislav Michl	?	0	0	partial(sync)	88		Base: Quantity: return std::string	App/SketchObjectPyImp.cpp Gui/EditModeConstraintCoinManager.cpp Gui/PropertyConstraintListItem.cpp Gui/TaskSketcherConstraints.cpp Gui/Utils.cpp Gui/ViewProviderSketch.cpp
4d6ed9d531	2024-07-13	Ladislav Michl	?	0	0	have(sync)	10		Base: UnitsSchema: return std::string	Gui/Utils.cpp
35700db40e	2024-12-23	wmayer	feature	0	0	open	48		Sketcher: Add an option to always add ext. geometry as reference	Gui/CommandCreateGeo.cpp Gui/DrawSketchHandlerExternal.h Gui/SketcherSettings.cpp Gui/SketcherSettings.ui
f43339ad23	2025-01-13	wwmayer	fix	0	0	partial(sync)	31		Fix issues in ellipse creation (#18800)	Gui/DrawSketchController.h Gui/DrawSketchHandlerEllipse.h
7a5a3d1ffc	2025-01-13	Tobias Frost	noise	0	0	partial(sync)	28	partial 88c9baa853: App/GeometryFacade.h App/SketchObject.h Gui/DrawSketchController.h Gui/DrawSketchDefaultHandler.h Gui/DrawSketchHandler.h Gui/ViewProviderSketch.cpp	spelling fixes (#18688)	App/GeometryFacade.h App/Sketch.h App/SketchObject.h App/planegcs/GCS.cpp Gui/DrawSketchController.h Gui/DrawSketchDefaultHandler.h Gui/DrawSketchHandler.h Gui/SketcherSettings.ui Gui/ViewProviderSketch.cpp
08c9a191e2	2025-01-10	Benjamin Nauck	feature	0	0	open	35		Add template based SelectionSingleton::countObjectsOfType	Gui/Command.cpp Gui/CommandAlterGeometry.cpp Gui/CommandConstraints.cpp Gui/CommandSketcherVirtualSpace.cpp Gui/Utils.cpp
7b22027b90	2025-01-11	Benjamin Nauck	feature	0	0	open	6		Add template based Document::countObjectsOfType	Gui/Command.cpp
0f3aff0eac	2024-08-12	Ajinkya Dahale	?	0	0	partial(sync)	71		[Sketcher][test] Create test for `getConstraintAfterDeletingGeo`+	App/SketchObject.h tests/App/SketchObject.cpp
5a4072587b	2024-08-11	Ajinkya Dahale	?	1	0	have(sync)	212		[Sketcher] Some trivial `for` loop changes in `SketchObject`	App/SketchObject.cpp
5c52353480	2024-06-28	Ajinkya Dahale	refactor	0	0	have(sync)	32		[Sketcher] Refactor `SketchObject::join()` (expected trivial)	App/SketchObject.cpp
2249c99b33	2025-01-02	Ajinkya Dahale	?	0	0	open	49	taken d8d462426e	[Sketcher] Write `SketchObject::replaceGeometries()`	App/SketchObject.cpp App/SketchObject.h
bc2b35da4e	2024-06-29	Ajinkya Dahale	?	0	0	have(sync)	445		[Sketcher] Helper functions for deleting geometry	App/SketchObject.cpp
bd522fe189	2024-08-25	Ajinkya Dahale	refactor	1	0	open	79	taken 88c9baa853	[planegcs] Refactor `GCS::System::initSolution()`	App/planegcs/GCS.cpp
a2521d0798	2024-08-25	Ajinkya Dahale	refactor	1	0	open	238	taken 88c9baa853	[planegcs] Refactor `identifyConflictingRedundantConstraints()`	App/planegcs/GCS.cpp
2025c009cd	2024-08-27	Ajinkya Dahale	refactor	0	0	open	442	taken 88c9baa853	[planegcs] Refactor conditions & loops in `GCS.cpp` for readability	App/planegcs/GCS.cpp
568f984b0b	2024-08-27	Ajinkya Dahale	refactor	0	0	open	72	taken 88c9baa853	[planegcs] Refactor pointer vector freeing	App/planegcs/GCS.cpp App/planegcs/GCS.h
23cd6cb54e	2024-09-26	Ajinkya Dahale	?	0	0	open	201	taken 9b75379eb1	[Sketcher][test] Tests for expose/delete internal geometry	tests/App/SketchObject.cpp
5a01d438f2	2024-12-22	Ajinkya Dahale	refactor	0	0	open	1401	partial d8d462426e: rest outside the taken functions	[Sketcher] Refactor internal geometry operations	App/SketchObject.cpp App/SketchObject.h
0ded3a4af1	2024-08-23	Ajinkya Dahale	refactor	0	0	have(sync)	248		[Sketcher] Refactor `SketchObject::trim()`	App/SketchObject.cpp
8c53b2ded5	2024-12-23	Ajinkya Dahale	feature	0	0	open	319	taken 9b75379eb1	[Sketcher][test] Add tests for B-spline operations	tests/App/SketchObject.cpp
6ba1b0b7a9	2024-06-29	Ajinkya Dahale	refactor	0	0	have(sync)	123		[Sketcher] Refactor `SketchObject::insertBSplineKnot()`	App/SketchObject.cpp
3832db01ff	2024-12-23	Ajinkya Dahale	refactor	0	0	open	138	taken d8d462426e	[Sketcher] Refactor `SketchObject::modifyBSplineKnotMultiplicity`	App/SketchObject.cpp
e4f906c23b	2024-12-24	Ajinkya Dahale	refactor	0	0	open	374	taken d8d462426e	[Sketcher] Refactor `SketchObject::trim`	App/SketchObject.cpp
226d24792d	2024-12-26	Ajinkya Dahale	fix	0	0	open	71	taken d8d462426e	[Sketcher] Fix some issues in `trim`	App/SketchObject.cpp
12102abd6b	2024-12-29	Ajinkya Dahale	?	0	0	open	129	partial d8d462426e: rest outside the taken functions	[Sketcher] Incorporate review of #18665	App/SketchObject.cpp
e6becd0b61	2024-12-29	Ajinkya Dahale	refactor	0	0	open	35	taken d8d462426e	[Sketcher] Further refactor `modifyBSplineKnotMultiplicity`	App/SketchObject.cpp
c6f5739763	2024-12-29	Ajinkya Dahale	refactor	0	0	open	225	taken d8d462426e	[Sketcher] Refactor `SketchObject::split`	App/SketchObject.cpp
821bc2ecdf	2024-12-30	Ajinkya Dahale	?	0	0	open	66	partial d8d462426e: rest outside the taken functions	[Sketcher] Incorporate review of #18665 by kadet	App/SketchObject.cpp App/SketchObject.h
8f7a6628ca	2025-01-05	Ajinkya Dahale	feature	0	0	open	52	taken 9b75379eb1	[Sketcher][test] Add new test for internal geometry deletion	tests/App/SketchObject.cpp
aa1122c774	2025-01-05	Ajinkya Dahale	fix	0	0	open	9	taken d8d462426e	"[Sketcher] Fix ""used"" B-spline poles being deleted"	App/SketchObject.cpp
b2e414c407	2025-01-05	Ajinkya Dahale	?	0	0	open	10		[Sketcher] Make `replaceGeometries` protected	App/SketchObject.h
73253bd2d4	2025-01-05	Ajinkya Dahale	fix	0	0	open	47	taken d8d462426e	[Sketcher] Fix issues in knot operations	App/SketchObject.cpp
51cf34a596	2025-01-06	Ajinkya Dahale	fix	1	0	open	87	partial d8d462426e: rest outside the taken functions	[Sketcher] Refactor and fix an issue in `transferConstraints`	App/SketchObject.cpp
738a044f3c	2025-01-06	Kacper Donat	feature	0	0	have(sync)	7		Gui: Add Show Plane utility to 2D Objects	Gui/ViewProviderSketch.cpp
17c3286e52	2025-01-20	Joona Okkonen	fix	1	0	open	28		Sketcher: Fixed mapping error when attempting to create a sketch inside a group. (#18971)	Gui/Command.cpp
f3efb5a7e8	2025-01-13	Vincent Belpois	fix	1	0	open	5	taken 88c9baa853	Fix missing constrain type in type2str	App/Constraint.h
666ede9019	2025-01-19	Chris Hennes	refactor	0	0	open	5		Sketcher: Refactor C++20 code	App/SketchObject.cpp
a1f5d36584	2025-01-21	Beep6581	?	0	0	open	4		Auto scroll to constraint on click (#18859)	Gui/TaskSketcherConstraints.cpp
ee2f327a96	2025-01-22	Ulices	feature	0	0	open	23		Add units to some spinboxes on preferences pages (#19143)	Gui/SketcherSettingsAppearance.ui Gui/SketcherSettingsGrid.ui
38e4e5a62e	2024-10-04	Benjamin Brstrup Sayoc	?	0	0	n/a(uncompiled)	33		[Sketcher] Make axis colors changeable	Gui/EditModeCoinManagerParameters.cpp Gui/EditModeCoinManagerParameters.h
09bd285c1d	2025-01-20	pre-commit-ci[bot]	noise	0	0	n/a(uncompiled)	24		[pre-commit.ci] auto fixes from pre-commit.com hooks	Gui/EditModeCoinManagerParameters.cpp Gui/EditModeCoinManagerParameters.h
8aa50c4380	2025-01-24	tritao	?	1	0	open	2		Gui: Reorganize the dialog files into a top `Dialogs` folder.	Gui/CommandConstraints.cpp
f9d6609687	2025-01-26	Joona	?	0	0	open	2327		Rearranged file for better logical grouping	Gui/CommandCreateGeo.cpp
ab311f1f9b	2025-01-24	jffmichi	fix	0	0	open	6	taken 88c9baa853	Sketcher: fix seg-fault on loading sketch with redundant constraints	App/planegcs/GCS.cpp
d18a48ddb1	2025-01-26	Joona	feature	0	0	open	747		Updated tools to use group command class.	Gui/CommandCreateGeo.cpp
855bce62cd	2025-01-26	Joona	?	0	0	open	10		Initialize sketcher group command shortcuts	Gui/CommandCreateGeo.cpp
ae15d98fd3	2025-01-15	Benjamin Nauck	refactor	0	0	partial(sync)	63		Use is<T>() when possible	App/ExternalGeometryFacadePyImp.cpp App/GeometryFacade.h App/PythonConverter.cpp App/SketchObject.cpp Gui/DrawSketchHandlerOffset.h Gui/DrawSketchHandlerSplitting.h
dd6aa9f3c7	2025-01-16	Benjamin Nauck	refactor	0	0	partial(sync)	42		Prefer to use BaseClass's isDerivedFrom<T> over non template or Base::Type's	App/SketchObject.cpp Gui/CommandAlterGeometry.cpp Gui/CommandConstraints.cpp Gui/CommandSketcherBSpline.cpp Gui/CommandSketcherVirtualSpace.cpp Gui/DrawSketchHandler.cpp Gui/Utils.cpp Gui/ViewProviderSketch.cpp
45c997f40a	2025-01-16	Benjamin Nauck	?	0	0	open	4		Manual changes to improve isDerivedFrom usage	Gui/DrawSketchHandlerSplitting.h
77bb7ab2d4	2024-12-31	Ajinkya Dahale	?	0	0	open	224	taken d8d462426e	[Sketcher] Move internal functions out of `trim`	App/SketchObject.cpp
c8c8c2c208	2025-01-01	Ajinkya Dahale	?	0	0	open	435	taken d8d462426e	[Sketcher] Move `trim` sub-steps to different functions	App/SketchObject.cpp App/SketchObject.h
909e5bfafb	2025-01-02	Ajinkya Dahale	refactor	0	0	open	119	taken d8d462426e	[Sketcher] Use `replaceGeometries()` in `trim`	App/SketchObject.cpp
502b7b9a3f	2025-01-02	Ajinkya Dahale	fix	0	0	open	3	taken d8d462426e	[Sketcher] Fix some issues in `trim`	App/SketchObject.cpp
31457746c2	2025-01-08	Ajinkya Dahale	?	0	0	open	258	taken 9b75379eb1	[Sketcher][test] Move helper functions away for reusability	tests/App/SketchObject.cpp tests/App/SketcherTestHelpers.h
c48f21585d	2025-01-12	Ajinkya Dahale	refactor	0	0	open	2175	taken 9b75379eb1	[Sketcher][test] Divide `SketchObject` tests into multiple files	tests/App/CMakeLists.txt tests/App/SketchObject.cpp tests/App/SketchObjectChanges.cpp tests/App/SketcherTestHelpers.cpp tests/App/SketcherTestHelpers.h
ab2e4adb31	2025-01-12	Ajinkya Dahale	refactor	0	0	open	69	taken d8d462426e	[Sketcher] Refactor `deleteUnusedInternalGeometryWhenBSpline`	App/SketchObject.cpp
0358ff7ce2	2024-12-22	Ajinkya Dahale	refactor	1	0	open	190	taken d8d462426e	[Sketcher] Refactor `SketchObject::delConstraintOnPoint()`	App/SketchObject.cpp
9238a7c1fd	2025-01-08	Ajinkya Dahale	refactor	0	0	open	60	taken d8d462426e	[Sketcher] More refactor of `delConstraintOnPoint`	App/SketchObject.cpp
80fa694270	2025-01-29	Ajinkya Dahale	?	0	0	open	22	taken d8d462426e	[Sketcher] Incorporate suggestions by hyarion from #18916	App/SketchObject.cpp
65466d580b	2025-01-27	tritao	?	0	0	open	74		Gui: Reorganize the selection files into a top `Selection` folder.	Gui/Command.cpp Gui/CommandAlterGeometry.cpp Gui/CommandConstraints.cpp Gui/CommandCreateGeo.cpp Gui/CommandSketcherBSpline.cpp Gui/CommandSketcherOverlay.cpp Gui/CommandSketcherTools.cpp Gui/CommandSketcherVirtualSpace.cpp Gui/DrawSketchHandler.h Gui/DrawSketchHandlerCarbonCopy.h Gui/DrawSketchHand
10513144d9	2025-02-07	tritao	?	1	0	open	10		Base: Standardize on Py::Long type for Python bindings.	App/SketchObjectPyImp.cpp App/SketchPyImp.cpp
cf5d66d201	2025-02-10	mosfet80	refactor	0	0	open	40		clean SketchObject.cpp (#15728)	App/SketchObject.cpp
