# Upstream commits since a662fbb2ff touching src/Mod/PartDesign tests/src/Mod/PartDesign src/Gui/Inventor/Draggers src/Mod/Part/App/GizmoHelper, tip 3383e9119f.
# kind: subject-regex guess (fix/feature/refactor/noise/?). family: gizmo = touches the gizmo sources or says gizmo/dragger.
# fwd/rev: git apply --check against the branch at creation. status: have(rev)=reverse-applies, open.
# decision: taken <fork hash> | adapted <fork hash> | have | n/a | superseded | declined <why> | deferred
hash	date	author	kind	family	fwd	rev	status	lines	decision	subject	files
b2d6787571	2024-09-21	Zheng, Lei	?		0	0	open	142		Transfer FeatureHole code	App/FeatureHole.cpp App/FeatureHole.h
c5ad54d5a8	2024-09-21	bgbsww	refactor		0	0	open	37		Update method names and clean	App/FeatureHole.cpp
22fbfeddc2	2024-09-22	Florian Foinant-Willig	fix		0	0	open	30	n/a (Fork's makEPrismUntil has no isConcave call)	[PD] Fix Pad uptoshape and add unit test	PartDesignTests/TestPad.py
fdfb9fd2c6	2024-09-23	Benjamin Nauck	refactor		0	0	open	54		Reuse Std_Delete shortcut instead of hardcoding Delete (#16682)	Gui/TaskBooleanParameters.cpp Gui/TaskDressUpParameters.cpp Gui/TaskExtrudeParameters.cpp Gui/TaskLoftParameters.cpp Gui/TaskPipeParameters.cpp Gui/TaskShapeBinder.cpp Gui/TaskTransformedParameters.cpp
490d6c5abc	2024-09-24	Florian Foinant-Willig	fix		0	0	open	90	taken 16f80f19fd	[PD] Fix Pad uptoface with custom direction (#16539)	App/FeatureExtrude.cpp App/FeatureSketchBased.cpp App/FeatureSketchBased.h PartDesignTests/TestPad.py
256ad7a01a	2024-09-24	Eric Price	?		1	0	open	6		PartDesign: Loft Intelligence - Select the whole sketch if the selected shape is ... (#16791)	App/FeatureLoft.cpp
594010d9f0	2024-09-27	Eric Price	fix		0	0	open	6		PadDesign: Work around issue 16690	App/FeatureExtrude.cpp
2276ffbf0a	2024-10-02	Florian Foinant-Willig	fix		1	0	open	4	n/a (Upstream's AttachExtension::extensionOnChanged called positionBySupport() on...)	[PD] fix change primitive AttachmentOffset move the body	App/FeaturePrimitive.cpp
22131b3c93	2024-10-02	Florian Foinant-Willig	fix		0	0	open	15	deferred (Subtractive primitive removing nothing leaves base with inverse location)	[PD] Fix subtractive primitive placement	App/FeaturePrimitive.cpp
142f2aff39	2024-09-30	Florian Foinant-Willig	feature		0	0	open	25		[PD Helix] allow refinement to fail	App/FeatureAddSub.cpp App/FeatureAddSub.h App/FeatureHelix.cpp
dfafbfb040	2024-09-29	mwganson	feature		0	0	open	8		[PartDesign AllowCompound] recompute all features when AllowCompound property is changed either from true to false or from false to true	App/Body.cpp
c1c9cb63e0	2024-10-02	Florian Foinant-Willig	fix		0	0	open	20	deferred (accept() re-executes an already previewed feature with OptimizeRecompute)	Fix duplicate calculation at Task validation	Gui/TaskFeatureParameters.cpp Gui/TaskFeatureParameters.h
f9547e8231	2024-10-13	wmayer	fix		0	0	open	20	have (Fork never selects a missing element (TaskDressUpParameters.cpp:577))	PD: Fix crash when clicking on invalid edge in task panel	Gui/TaskDressUpParameters.cpp Gui/TaskDressUpParameters.h
0c59bfc718	2024-10-07	Florian Foinant-Willig	?		0	0	open	8		Disable closed Loft for less than 3 profiles	App/FeatureLoft.cpp
7e473beed0	2024-10-13	wmayer	?		0	0	open	4		PD: Disable PartDesign_CompDatums & PartDesign_CompSketches if dialog is open	Gui/Command.cpp
aa78eb351e	2024-10-14	Florian Foinant-Willig	fix		0	0	open	9	have (Fork's accept always recomputes)	PartDesign: Fix body shape not updated	Gui/TaskFeatureParameters.cpp
ef2156d0f6	2024-10-15	Florian Foinant-Willig	fix		0	0	open	6	deferred (UpToShape)	Fix uptoshape crash when selecting a face without assigned shape	Gui/TaskExtrudeParameters.cpp
5b6e886a3c	2024-10-15	mwganson	fix		0	0	open	9	n/a (Fork's duplicate falls back to Std_DuplicateSelection for other bodies)	[PartDesign DuplicateSelected] do not put duplicated feature into active body if it is already in another body -- addresses issue #6278	Gui/CommandBody.cpp
990b9b27fe	2024-10-16	wmayer	fix		0	0	open	2	deferred (Needs upstream 1eb0444bd5 (Cone equal radii))	Part/PD: Fix cone creation if both radii are equal	App/FeaturePrimitive.cpp
e3246e13a0	2024-10-20	wmayer	feature		0	0	open	2		PD: Explicitly switch off AllowCompound for some tests to make them succeed	PartDesignTests/TestInvoluteGear.py PartDesignTests/TestMultiTransform.py
0804d80ebf	2024-10-21	David Carter	?		0	0	open	64		Materials: Child ignoring parent material	App/Body.cpp App/Feature.cpp App/Feature.h Gui/ViewProviderBody.cpp Gui/ViewProviderBody.h
cf8ad66373	2024-10-21	Eric Price	fix		0	0	open	69	declined (Part-wide auto-fuzzy boolean policy)	Fix boolean operations (#17119)	App/FeatureBoolean.cpp App/FeatureExtrude.cpp App/FeatureGroove.cpp App/FeatureHelix.cpp App/FeatureHole.cpp App/FeaturePad.cpp App/FeaturePipe.cpp App/FeaturePocket.cpp App/FeaturePrimitive.cpp App/FeatureRevolution.cpp App/FeatureTransformed.cpp PartDesignTests/TestTopologicalNamingProblem.py
14cd061809	2024-10-22	wmayer	refactor		1	0	open	4		Part: Use Base::toRadians to convert degree to radian	App/ShapeBinder.cpp
e5b2d8c874	2024-10-23	Kacper Donat	fix		0	0	open	5	taken e20dcdaf5d	PD: Fix TwoLengths and Midplane both enabled	App/FeatureExtrude.cpp
5ee788447c	2024-10-23	PaddleStroke	refactor		0	0	open	107		Part Design: Remove legacy/modern workflow checks.	Gui/Command.cpp Gui/CommandBody.cpp Gui/CommandPrimitive.cpp Gui/SketchWorkflow.cpp Gui/SketchWorkflow.h Gui/Utils.cpp Gui/Workbench.cpp
7ee227a810	2024-10-23	PaddleStroke	?		0	0	open	2		Update Workbench.cpp	Gui/Workbench.cpp
837d088f3e	2024-10-25	wmayer	noise		0	0	open	26		Fix compiler warnings	Gui/Command.cpp Gui/CommandPrimitive.cpp
529779fb53	2024-10-26	wmayer	feature		0	0	open	96		Test: Add unit test for pad	tests/src/Mod/PartDesign/App/CMakeLists.txt tests/src/Mod/PartDesign/App/Pad.cpp tests/src/Mod/PartDesign/CMakeLists.txt
dbc91b393c	2024-10-20	mwganson	fix		0	0	open	79	declined (Cosmetic property-editor hiding and dialog work)	[PartDesign Groove/Revolution] minor dialog improvements, addresses issue #13298	App/FeatureGroove.cpp App/FeatureRevolution.cpp Gui/TaskRevolutionParameters.cpp Gui/TaskRevolutionParameters.h Gui/TaskRevolutionParameters.ui Gui/ViewProviderGroove.cpp
e523eab001	2024-11-02	wmayer	feature		0	0	open	103		Tests: Add unit test to demonstrate failure of #17553	CMakeLists.txt PartDesignTests/TestSketch.py TestPartDesignApp.py
5ea04e70c5	2024-11-03	wmayer	?		0	0	open	7		PD: If needed open another transaction for sketch creation	Gui/SketchWorkflow.cpp
a548ca698a	2024-11-05	wmayer	fix		0	0	open	10	adapted 0e418b64e9 (setDisplayMode kept in attach)	PD: Fix default display mode of ViewProviderBoolean	Gui/ViewProviderBoolean.cpp Gui/ViewProviderBoolean.h
7680872e41	2024-11-11	Eric Price	fix		0	0	open	161	deferred (with the helix family, c7d85ff9d9)	increase tolerance on helical shapes to avoid crash / broken geometry  (#17356)	App/FeatureHelix.cpp App/FeatureHelix.h PartDesignTests/TestHelix.py
3d5e4f7cd8	2024-11-11	Florian Foinant-Willig	fix		0	0	open	17	n/a (Fork calls getSupportFace only in ToFace branch (FeatureRevolution.cpp:153))	Fix revolution with ShapeBinder profile (#17489)	App/FeatureRevolution.cpp
f99db90986	2024-09-13	Alfredo Monclus	fix		1	0	open	4	superseded (by ca3cb78ad5)	fix(PD): initialization of thread class and fit	Gui/TaskHoleParameters.cpp
45d3864942	2024-11-11	wwmayer	feature		0	0	open	40		PD: Add test case for #17184 (#17707)	PartDesignTests/TestTopologicalNamingProblem.py
f3d84b601f	2024-07-01	wmayer	fix		0	0	open	67	have (TaskDressUpParameters::event() consolidated (TaskDressUpParameters.cpp:754-791))	PD: Fix convoluted event handling of dress-up task boxes	Gui/TaskChamferParameters.cpp Gui/TaskChamferParameters.h Gui/TaskDraftParameters.cpp Gui/TaskDraftParameters.h Gui/TaskDressUpParameters.cpp Gui/TaskDressUpParameters.h Gui/TaskFilletParameters.cpp Gui/TaskFilletParameters.h Gui/TaskThicknessParameters.cpp Gui/TaskThicknessParameters.h
98fec525b0	2024-07-02	wmayer	refactor		0	0	open	42		PD: move refine model parameter to separate function	App/Feature.cpp App/FeatureAddSub.cpp App/FeatureBoolean.cpp App/FeatureTransformed.cpp App/ShapeBinder.cpp
aea09d4a45	2024-11-22	wmayer	noise		0	0	open	2		MSVC: Fix compiler warnings	App/FeatureExtrude.cpp
d8286158b0	2024-10-15	mwganson	noise		0	0	open	2		[PartDesign] change claimChildren() function to include all profile objects except for other Part Design features	Gui/ViewProviderSketchBased.cpp
28282e6800	2024-10-27	wmayer	refactor		0	0	open	184		PD: Cleanup code of TaskRevolutionParameters	Gui/TaskRevolutionParameters.cpp Gui/TaskRevolutionParameters.h
3c1358da10	2024-09-20	PaddleStroke	refactor		0	0	open	24		Core: Rename 'OriginFeature' file to 'Datums'	App/Feature.cpp App/FeatureDraft.cpp App/FeatureLinearPattern.cpp App/FeatureMirrored.cpp App/FeaturePolarPattern.cpp App/FeatureSketchBased.cpp App/ShapeBinder.cpp Gui/ReferenceSelection.cpp Gui/SketchWorkflow.cpp Gui/TaskFeaturePick.cpp Gui/TaskPolarPatternParameters.cpp Gui/Utils.cpp
3e33cf61e5	2024-09-20	PaddleStroke	refactor		0	0	open	32		Rename 'OriginFeature' to 'DatumElement'	App/Feature.cpp Gui/ReferenceSelection.cpp Gui/TaskFeaturePick.cpp Gui/Utils.cpp
aa2e4ca1cb	2024-09-20	PaddleStroke	refactor		0	0	open	4		Rename ViewProviderOriginFeature to ViewProviderDatum	Gui/ViewProviderBody.cpp
19702dcb21	2024-11-26	PaddleStroke	feature		0	0	open	143		Core: Add App::LocalCoordinateSystem.	Gui/ViewProviderBody.cpp Gui/ViewProviderBody.h
fb7ce6405b	2024-11-24	Jacob Oursland	fix		0	0	open	1	n/a (No tests/src/Mod/PartDesign)	CMake: Add missing target_link_directories() for OCCT.	tests/src/Mod/PartDesign/CMakeLists.txt
b7f1a0c150	2024-11-26	PaddleStroke	refactor		0	0	open	66		ViewProviderOrigin: Renamed to ViewProviderCoordinateSystem	Gui/TaskFeaturePick.cpp Gui/TaskFeaturePick.h Gui/TaskHelixParameters.cpp Gui/TaskLinearPatternParameters.cpp Gui/TaskMirroredParameters.cpp Gui/TaskPolarPatternParameters.cpp Gui/TaskPrimitiveParameters.cpp Gui/TaskRevolutionParameters.cpp Gui/TaskRevolutionParameters.h Gui/ViewProviderBody.cpp Gui/ViewProviderDatum.cpp
92e96839c9	2024-10-19	wmayer	fix		0	0	open	28	n/a (Fork's dress-up panels never write Visibility)	PD: Avoid touching the document when opening pad or pocket dialog	Gui/TaskDressUpParameters.cpp Gui/TaskDressUpParameters.h Gui/TaskExtrudeParameters.cpp
601637320d	2024-11-03	wmayer	fix		0	0	open	63		PD: Add test case to show the fix for the crash with active objects	CMakeLists.txt PartDesignTests/TestActiveObject.py TestPartDesignGui.py
374c5713b2	2024-11-21	PaddleStroke	fix		0	0	open	2	taken c872a2d457	PartDesign: Fix newSketch not working when editing a body from an external file.	Gui/SketchWorkflow.cpp
70184ba59d	2024-12-02	Florian Foinant-Willig	?		0	0	open	146		PartDesign: decouple refine and other geometric computation (#17008)	App/Feature.cpp App/Feature.h App/FeatureAddSub.cpp App/FeatureAddSub.h App/FeatureChamfer.cpp App/FeatureExtrude.cpp App/FeatureFillet.cpp App/FeatureGroove.cpp App/FeatureHelix.cpp App/FeatureLoft.cpp App/FeaturePipe.cpp App/FeaturePrimitive.cpp App/FeatureRevolution.cpp App/FeatureThickness.cpp
ca989f73a2	2024-07-01	Ajinkya Dahale	fix		0	0	open	9	n/a (TNP test file only)	[PartDesign] Fix `TestTopologicalNamingProblem`	PartDesignTests/TestTopologicalNamingProblem.py
96c838f3b9	2024-12-03	luzpaz	noise		0	0	open	4		Fix various typos Found with codespell	PartDesignTests/TestTopologicalNamingProblem.py
b92bda03da	2024-12-06	PaddleStroke	refactor		0	0	open	8		Sketcher: Rename movePoint to moveGeometries.	PartDesignTests/TestTopologicalNamingProblem.py
4a80af74f4	2024-11-21	PaddleStroke	fix		0	0	open	6	taken 8458863395 (the subname.clear() the merge lost)	PartDesign: revert c09ef94 and a3c4f4b to fix https://github.com/FreeCAD/FreeCAD/issues/17949	Gui/Utils.cpp
571018807e	2024-09-19	Nicola Cerone	feature		0	0	open	1		Gui: Added SendToPythonConsole item in PartDesign tree view right-click menu.	Gui/Workbench.cpp
deb15a57e4	2024-10-27	Kacper Donat	feature		0	0	open	3		Gui: Add getObject<T>() helpers to various classes	Gui/TaskTransformedParameters.h
651cefde4d	2024-10-27	Kacper Donat	?		0	0	open	236		Gui: Use getObject<T>() helpers in classes	Gui/TaskBooleanParameters.cpp Gui/TaskChamferParameters.cpp Gui/TaskDatumParameters.cpp Gui/TaskDraftParameters.cpp Gui/TaskDressUpParameters.cpp Gui/TaskDressUpParameters.h Gui/TaskFeatureParameters.h Gui/TaskFilletParameters.cpp Gui/TaskLinearPatternParameters.cpp Gui/TaskLoftParameters.cpp Gui/TaskMirroredParameters.cpp Gui/TaskMultiTransformParameters.cpp Gui/TaskPipeParameters.cpp Gui/TaskPolarPatternParameters.cpp Gui/TaskPrimitiveParameters.h Gui/TaskScaledParameters.cpp Gui/TaskShapeBinder.cpp Gui/TaskTransformedParameters.cpp Gui/ViewProvider.cpp Gui/ViewProviderAddSub.cpp Gui/ViewProviderBase.cpp Gui/ViewProviderBody.cpp Gui/ViewProviderBoolean.cpp Gui/ViewProviderDatum.cpp Gui/ViewProviderDatumLine.cpp Gui/ViewProviderDatumPlane.cpp Gui/ViewProviderDressUp.cpp Gui/ViewProviderExtrude.cpp Gui/ViewProviderHelix.cpp Gui/ViewProviderHole.cpp Gui/ViewProviderLoft.cpp Gui/ViewProviderMainPart.cpp Gui/ViewProviderMultiTransform.cpp Gui/ViewProviderPipe.cpp Gui/ViewProviderPrimitive.cpp Gui/ViewProviderShapeBinder.cpp Gui/ViewProviderSketchBased.cpp Gui/ViewProviderTransformed.cpp
fe7bff5a9a	2024-12-07	Vincenzo Calligaro	fix		0	0	open	79	have (tests taken 1bede1b2a4)	[PartDesign] Hole: restore missing call to FeatureAddSub::refineShapeIfActive()	App/FeatureHole.cpp PartDesignTests/TestHole.py
2501296c95	2024-07-09	Alexey Chernov	?		0	0	open	14		Apply result of copy on change properties	App/ShapeBinder.cpp
4db7cd52e6	2024-07-25	Alexey Chernov	fix		0	0	open	34	declined (Pure refactor)	Use lambda to prevent code duplication	App/ShapeBinder.cpp
66e1c0154d	2024-07-30	Alexey Chernov	?		0	0	open	9		Require read-only and output attributes on updated properties	App/ShapeBinder.cpp
669f108fab	2024-12-04	Florian Foinant-Willig	fix		0	0	open	6	n/a (No TestHelix.py)	fix testGiantHelix*	PartDesignTests/TestHelix.py
e89fb4a92c	2024-12-04	Jonas Bahr	fix		0	0	open	29	have (Duplicate registration guarded (InvoluteGearFeature.py:283, SprocketFeature.p...)	PD: Fix error "duplicate command PartDesign_InvoluteGear"	Gui/Workbench.cpp InitGui.py InvoluteGearFeature.py SprocketFeature.py
5266a3b26d	2024-12-09	bgbsww	feature		0	0	open	118		Toponaming: Add a plane matching based heuristic to TNP mitigation (#16803)	PartDesignTests/TestTopologicalNamingProblem.py
16ac5f9977	2024-12-09	Jacob Oursland	fix		0	0	open	4	n/a (TNP test file only)	PartDesign: Fix failing TNP test.	PartDesignTests/TestTopologicalNamingProblem.py
8bc062b6e8	2024-12-13	Snow Faerie	fix		1	0	open	2	declined (Menu accelerator churn)	Fix and add menu accelerators (#15532)	Gui/CommandBody.cpp
d1f706050d	2024-11-09	Kacper Donat	?		0	0	open	2		TopoNaming: Refine - mark joined faces as modified not generated	PartDesignTests/TestTopologicalNamingProblem.py
c4528eb3a5	2024-12-03	Florian Foinant-Willig	fix		0	0	open	47	n/a (testNegativeCone passes on the fork)	PartDesign: fix helix with negative angle	App/FeatureHelix.cpp PartDesignTests/TestHelix.py
fc56730648	2024-11-26	PaddleStroke	fix		1	0	open	7		Core: Datums: Fix axis placement and add migration script.	App/FeatureSketchBased.cpp
48dbdacdbd	2024-09-20	PaddleStroke	feature		0	0	open	78		Part: add datum objects and commands to create them.	App/Body.cpp Gui/ViewProviderBody.cpp Gui/ViewProviderDatum.cpp Gui/ViewProviderDatum.h
9504b7e569	2024-10-10	PaddleStroke	feature		1	0	open	4		PartDesign: Enable the use of the core datums as references.	Gui/ReferenceSelection.cpp
c5fbbb3830	2024-12-06	PaddleStroke	feature		0	0	open	12		SubShapeBinder: Add support for point.	App/ShapeBinder.cpp
5d02008227	2024-10-18	PaddleStroke	?		0	0	open	13		Remove PartDesign Datums commands from the UI.	Gui/Workbench.cpp
00f6fbeaa3	2024-12-11	wmayer	fix		0	0	open	9	deferred (Only FeatureExtrude::makeShellFromUpToShape (UpToShape), which the fork does...)	PD: Fix possible crash in up to shape	App/FeatureExtrude.cpp
e607b5757e	2024-12-08	Florian Foinant-Willig	feature		0	0	open	15		PartDesign: Add Std_ToggleFreeze to context menu	Gui/Workbench.cpp
db1b0c56bf	2024-07-26	Alfredo Monclus	fix		1	0	open	21	taken fff8ad80b4	fix(PD): complete ISO-273	App/FeatureHole.cpp App/FeatureHole.h
acf04c7f1e	2024-07-26	Alfredo Monclus	?		0	0	open	145		feat(PD): BSP - British standard pipe threads	App/FeatureHole.cpp App/FeatureHole.h Gui/TaskHoleParameters.cpp
588f4c3b00	2024-08-03	Alfredo Monclus	?		0	0	open	56		feat(PD): ANSI pipe threads	App/FeatureHole.cpp App/FeatureHole.h Gui/TaskHoleParameters.cpp
df22f8060d	2024-08-03	Alfredo Monclus	feature		0	0	open	4		feat(PD): tapered threads support, NPT and BSPT are now possible	App/FeatureHole.cpp
3e161f9c96	2024-08-04	Alfredo Monclus	noise		0	0	open	184		refactor(PD): change tabs to whitespaces	App/FeatureHole.cpp
80d4185c09	2024-08-05	Alfredo Monclus	refactor		0	0	open	87		refactor(PD): new cut profile for threads	App/FeatureHole.cpp
edb565046d	2024-08-08	Alfredo Monclus	?		0	0	open	100		feat(PD): BSW threads	App/FeatureHole.cpp App/FeatureHole.h Gui/TaskHoleParameters.cpp
ce91285e4d	2024-08-13	Alfredo Monclus	?		0	0	open	69		feat(PD): BSF threads	App/FeatureHole.cpp App/FeatureHole.h Gui/TaskHoleParameters.cpp
003e239daf	2024-08-07	Alfredo Monclus	?		1	0	open	51		feat(PD): set the proper angle for threads and countersinks	App/FeatureHole.cpp App/FeatureHole.h
58344a5904	2024-12-14	Alfredo Monclus	refactor		0	0	open	12		refactor(PD): rename CoreHole to TapDrill	App/FeatureHole.cpp App/FeatureHole.h
ca3cb78ad5	2024-12-18	Alfredo Monclus	fix		0	0	open	2	adapted 23d0ad5e07 (in refresh())	fix(PD): size should be enabled if profile is not none	Gui/TaskHoleParameters.cpp
7782fd6827	2024-12-22	luzpaz	noise		0	0	open	4		Trim lines ending with superfluous whitespace	App/FeatureHelix.cpp PartDesignTests/TestHelix.py
3f58f83f2d	2024-12-22	Alfredo Monclus	refactor		0	0	open	128		refactor(PD): dynamically set threadSize enums	App/FeatureHole.cpp App/FeatureHole.h
2ea8a633ac	2024-07-13	Ladislav Michl	refactor		0	0	open	190		Base: Quantity: return std::string	Gui/TaskPrimitiveParameters.cpp
e977eb49e3	2024-12-13	PaddleStroke	feature		0	0	open	4		Core datums: Rework to improve new sketch	Gui/TaskFeaturePick.cpp
cbd116b451	2024-12-31	wmayer	refactor		0	0	open	27		Gui: Use bitmask instead of three booleans in setTemporaryVisibility to improve readability	Gui/TaskFeaturePick.cpp Gui/TaskHelixParameters.cpp Gui/TaskLinearPatternParameters.cpp Gui/TaskMirroredParameters.cpp Gui/TaskPolarPatternParameters.cpp Gui/TaskPrimitiveParameters.cpp Gui/TaskRevolutionParameters.cpp
b3a1fd9676	2024-12-23	wmayer	feature		0	0	open	19		App: Add methods to get base and direction of datum element	App/FeatureLinearPattern.cpp App/FeatureMirrored.cpp App/FeaturePolarPattern.cpp App/FeatureSketchBased.cpp
e5b1d05813	2024-12-21	Vincenzo Calligaro	feature		0	0	open	138		Toponaming: import code related to ElementMapVersion from LS3  *Added test	tests/src/Mod/PartDesign/App/BackwardCompatibility.cpp tests/src/Mod/PartDesign/App/CMakeLists.txt tests/src/Mod/PartDesign/App/TestModels/ModelFromV021.FCStd
a3bf63bae2	2024-12-11	Kacper Donat	?		0	0	open	29		PD: Forward transform requests to Body	Gui/ViewProvider.cpp Gui/ViewProvider.h
dc73208f08	2025-01-13	Alfredo Monclus	refactor		0	0	open	68		refactor(PD): hole taskpanel ui open and save with QT designer 5.15	Gui/TaskHoleParameters.ui
32820ac425	2025-01-13	Alfredo Monclus	feature		0	0	open	79		feat(PD): hole taskpanel: hide drill point options if not applicable	Gui/TaskHoleParameters.cpp Gui/TaskHoleParameters.ui
81508663f1	2025-01-13	Alfredo Monclus	refactor		0	0	open	387		refactor(PD): hole taskpanel ui move ThreadFit into its own widget near the thread options	Gui/TaskHoleParameters.ui
cd6f2fa6df	2025-01-13	Alfredo Monclus	refactor		0	0	open	160		refactor(PD): hole taskpanel ui move Threaded to the grid above	Gui/TaskHoleParameters.ui
382d13ee77	2025-01-03	Jonas Bahr	?		0	0	open	5		PD: Make GearTests independent of "single solid" setting	PartDesignTests/TestInvoluteGear.py
7a5a3d1ffc	2025-01-13	Tobias Frost	noise		0	0	open	10		spelling fixes (#18688)	App/FeaturePad.cpp App/FeaturePocket.cpp Gui/TaskExtrudeParameters.cpp Gui/TaskShapeBinder.cpp Gui/TaskSketchBasedParameters.h
08c9a191e2	2025-01-10	Benjamin Nauck	feature		0	0	open	8		Add template based SelectionSingleton::countObjectsOfType	Gui/Command.cpp Gui/Workbench.cpp
e832973601	2025-01-13	Alfredo Monclus	refactor		0	0	open	992		refactor(PD): hole taskpanel ui reorganize the layout of the thread group to be more manageable	Gui/TaskHoleParameters.ui
5e8e2224d1	2025-01-13	Alfredo Monclus	feature		0	0	open	65		feat(PD): hole taskpanel ui hide thread model options if not applicable	Gui/TaskHoleParameters.cpp
6077317d12	2025-01-13	Alfredo Monclus	?		0	0	open	4		feat(PD): hole taskpanel ui hide thread group if not threaded hide threadFit if threaded	Gui/TaskHoleParameters.cpp
36682bcee8	2025-01-13	Alfredo Monclus	refactor		0	0	open	148		refactor(PD): remove the ui file connections, this are handled in the task code	Gui/TaskHoleParameters.cpp Gui/TaskHoleParameters.ui
4e5f5c4481	2025-01-13	Alfredo Monclus	feature		0	0	open	20		feat(PD): hole taskpanel ui hide hole cut options if not cut	Gui/TaskHoleParameters.cpp
4dae03a994	2025-01-13	Alfredo Monclus	feature		0	0	open	18		feat(PD): hole taskpanel ui hide thread options if profile is none	Gui/TaskHoleParameters.cpp
4b2fdd4ff4	2025-01-14	Alfredo Monclus	fix		0	0	open	88	declined (Designer-only .ui cleanup)	refactor(PD): hole taskpanel alias/promote QuantitySpinBox from QDoubleSpinBox instead of QWidget to represent it correctly on the designer	Gui/TaskHoleParameters.ui
7b22027b90	2025-01-11	Benjamin Nauck	feature		0	0	open	11		Add template based Document::countObjectsOfType	Gui/SketchWorkflow.cpp Gui/Utils.cpp Gui/Workbench.cpp
001ce1b479	2025-01-15	Alfredo Monclus	refactor		0	0	open	54		refactor(PD): hole taskpanel remove minimumSize	Gui/TaskHoleParameters.ui
4c25c96d75	2025-01-18	PaddleStroke	refactor		0	0	open	54		PartDesign: replace part design datum commands by the core ones	Gui/Workbench.cpp
932c8d6476	2025-01-03	Alfredo Monclus	refactor		0	0	open	8		refactor(PD): change threadDescription into a vector	App/FeatureHole.cpp App/FeatureHole.h
0fdb02c6eb	2025-01-18	Alfredo Monclus	?		0	0	open	146		feat(PD): create a test to check the thread enums and positions	PartDesignTests/TestHole.py
14f37f732d	2025-01-19	PaddleStroke	fix		0	0	open	27	have (Same as c3409fa424)	PartDesign: Fix context menu (#18919)	Gui/Workbench.cpp
a61db12828	2024-12-12	PaddleStroke	refactor		0	0	open	65		PartDesign NewSketch: Add a parameter to use attachment dialog instead of feature pick	Gui/SketchWorkflow.cpp
4dfab6e07d	2025-01-20	Jacob Oursland	fix		0	0	open	4	n/a (Follow-up to upstream's setTemporaryVisibility flags API)	Fix call to setTemporaryVisibility() post API change.	Gui/SketchWorkflow.cpp
98997c4d1e	2025-01-20	wmayer	fix		0	0	open	2	n/a (No onReject lambda)	PD: Fix build failure	Gui/SketchWorkflow.cpp
b3818aa583	2025-01-25	Chris Hennes	?		0	0	open	51		PD: Migrate onlyHasToRefine	App/FeatureAddSub.h App/FeatureRefine.cpp App/FeatureRefine.h
dd6aa9f3c7	2025-01-16	Benjamin Nauck	?		0	0	open	176		Prefer to use BaseClass's isDerivedFrom<T> over non template or Base::Type's	App/Body.cpp App/BodyPyImp.cpp App/Feature.cpp App/FeatureBase.cpp App/FeatureBoolean.cpp App/FeatureDressUp.cpp App/FeatureLoft.cpp App/FeaturePipe.cpp App/FeatureSketchBased.cpp App/ShapeBinder.cpp Gui/Command.cpp Gui/CommandBody.cpp Gui/ReferenceSelection.cpp Gui/SketchWorkflow.cpp Gui/TaskDatumParameters.cpp Gui/TaskFeaturePick.cpp Gui/TaskRevolutionParameters.cpp Gui/TaskShapeBinder.cpp Gui/TaskSketchBasedParameters.cpp Gui/ViewProvider.cpp Gui/ViewProviderBody.cpp Gui/ViewProviderHelix.cpp Gui/ViewProviderLoft.cpp Gui/ViewProviderPipe.cpp Gui/ViewProviderShapeBinder.cpp Gui/ViewProviderSketchBased.cpp Gui/ViewProviderTransformed.cpp
44435bf9de	2025-01-28	filson1	noise		1	0	open	2		Helix tooltip spelling update in FeatureHelix.cpp	App/FeatureHelix.cpp
65466d580b	2025-01-27	tritao	?		0	0	open	58		Gui: Reorganize the selection files into a top `Selection` folder.	Gui/Command.cpp Gui/ReferenceSelection.h Gui/SketchWorkflow.cpp Gui/SketchWorkflow.h Gui/TaskBooleanParameters.cpp Gui/TaskChamferParameters.cpp Gui/TaskDatumParameters.cpp Gui/TaskDraftParameters.cpp Gui/TaskDressUpParameters.cpp Gui/TaskFilletParameters.cpp Gui/TaskHelixParameters.cpp Gui/TaskHoleParameters.cpp Gui/TaskLinearPatternParameters.cpp Gui/TaskLoftParameters.cpp Gui/TaskMirroredParameters.cpp Gui/TaskMultiTransformParameters.cpp Gui/TaskPipeParameters.cpp Gui/TaskPolarPatternParameters.cpp Gui/TaskRevolutionParameters.cpp Gui/TaskScaledParameters.cpp Gui/TaskShapeBinder.cpp Gui/TaskSketchBasedParameters.cpp Gui/TaskSketchBasedParameters.h Gui/TaskThicknessParameters.cpp Gui/TaskTransformedParameters.cpp Gui/TaskTransformedParameters.h Gui/ViewProviderDatumPoint.cpp
123569823e	2025-01-19	tritao	?		0	0	open	19		App: Provide temporary document creation flag to Python `App.loadDocument`.	App/ShapeBinder.cpp
a56756d814	2025-02-07	Chris Hennes	feature		0	0	open	158		PD: Add onlyHaveRefined() to FeatureRefine	App/FeatureChamfer.cpp App/FeatureExtrude.cpp App/FeatureFillet.cpp App/FeatureGroove.cpp App/FeatureHelix.cpp App/FeatureLoft.cpp App/FeaturePipe.cpp App/FeaturePrimitive.cpp App/FeatureRefine.cpp App/FeatureRefine.h App/FeatureRevolution.cpp App/FeatureThickness.cpp
dc53d3dba2	2024-12-25	Alfredo Monclus	?		0	0	open	66		feat(PD): guess closest thread designation	App/FeatureHole.cpp App/FeatureHole.h Gui/TaskHoleParameters.cpp
